IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,MMRAcquisitionAuctionAveragePrice,VehBCost,WarrantyCost
0,8/20/2009,MANHEIM,2007,2.0,CHRYSLER,TOWN & COUNTRY 2WD V,Bas,MINIVAN 3.3L,SILVER,AUTO,1.0,Alloy,83986.0,AMERICAN,VAN,0.0,6240.0,1763
0,2/16/2009,MANHEIM,2006,3.0,FORD,FUSION 4C 2.3L I4 EF,S,4D SEDAN S,SILVER,AUTO,,,63069.0,AMERICAN,MEDIUM,6962.0,6760.0,728
0,2/8/2010,MANHEIM,2006,4.0,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,,,57769.0,AMERICAN,LARGE,6370.0,7830.0,1500
0,6/1/2010,ADESA,2007,3.0,PONTIAC,G6 V6,Bas,4D SEDAN SE1,RED,AUTO,,,86694.0,AMERICAN,MEDIUM,8270.0,7805.0,1373
0,6/10/2009,MANHEIM,2008,1.0,DODGE,CALIBER 2.0L I4 SFI,SE,4D WAGON,ORANGE,AUTO,2.0,Covers,53244.0,AMERICAN,MEDIUM,7257.0,7000.0,754
0,5/14/2010,MANHEIM,2001,9.0,CHRYSLER,PT CRUISER,Bas,4D SEDAN,PURPLE,AUTO,2.0,Covers,97993.0,AMERICAN,MEDIUM,2387.0,4120.0,1930
0,12/7/2010,OTHER,2002,8.0,TOYOTA,COROLLA,CE,4D SEDAN CE,SILVER,AUTO,2.0,Covers,97504.0,TOP LINE ASIAN,COMPACT,2454.0,4855.0,920
0,4/1/2010,MANHEIM,2001,9.0,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,1.0,Alloy,69122.0,AMERICAN,MEDIUM,0.0,5115.0,1515
0,11/3/2010,MANHEIM,2007,3.0,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,1.0,Alloy,68172.0,AMERICAN,MEDIUM,6510.0,7355.0,825
0,11/10/2010,MANHEIM,2006,4.0,NISSAN,ALTIMA,Bas,4D SEDAN,WHITE,AUTO,2.0,Covers,78687.0,TOP LINE ASIAN,MEDIUM,6815.0,7450.0,686
0,3/23/2010,MANHEIM,2007,3.0,FORD,ESCAPE 2WD 4C,XLS,4D CUV 2.3L XLS,GREY,MANUAL,1.0,Alloy,78776.0,AMERICAN,SMALL SUV,9060.0,6925.0,920
1,4/13/2010,OTHER,2004,6.0,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L SE,BLUE,AUTO,,,91300.0,AMERICAN,VAN,4181.0,5185.0,1918
0,11/17/2010,OTHER,2008,2.0,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,,,61309.0,AMERICAN,LARGE,7886.0,8320.0,1703
0,9/16/2009,ADESA,2005,4.0,CHEVROLET,UPLANDER FWD V6 3.5L,LS,PASSENGER EXT 3.5L LS,RED,AUTO,1.0,Alloy,69413.0,AMERICAN,VAN,6695.0,7175.0,1801
0,3/10/2010,OTHER,2007,3.0,KIA,RIO,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,45964.0,OTHER ASIAN,COMPACT,5172.0,5700.0,482
0,3/6/2009,MANHEIM,2005,4.0,JEEP,LIBERTY 2WD V6 3.7L,Spo,4D SUV,BEIGE,AUTO,1.0,Alloy,87372.0,AMERICAN,SMALL SUV,6482.0,7240.0,723
1,6/15/2010,MANHEIM,2003,7.0,NISSAN,XTERRA 2WD 4C,XE,4D SPORT UTILITY XE,RED,MANUAL,2.0,Covers,,TOP LINE ASIAN,MEDIUM SUV,5347.0,6820.0,894
0,7/14/2010,MANHEIM,2005,,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SE,BLUE,AUTO,1.0,Alloy,76343.0,AMERICAN,VAN,5623.0,6050.0,1623
0,5/4/2010,MANHEIM,2007,3.0,FORD,FIVE HUNDRED,SEL,4D SEDAN SEL,BLACK,AUTO,1.0,Alloy,85919.0,AMERICAN,LARGE,8845.0,6930.0,1633
0,5/21/2009,MANHEIM,2005,4.0,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2.0,Covers,74430.0,AMERICAN,MEDIUM,5569.0,5000.0,1389
0,2/4/2009,OTHER,2007,2.0,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,52761.0,AMERICAN,LARGE,7736.0,7000.0,1500
0,10/28/2010,MANHEIM,2006,4.0,CHRYSLER,PT CRUISER,Tou,4D SEDAN,RED,AUTO,2.0,Covers,89293.0,AMERICAN,MEDIUM,4536.0,5695.0,1503
1,11/11/2009,MANHEIM,2004,5.0,FORD,EXPEDITION 4WD V8,XLT,4D SUV 5.4L XLT,BLACK,AUTO,1.0,Alloy,87324.0,AMERICAN,LARGE SUV,8059.0,10195.0,1503
0,11/10/2010,OTHER,2009,1.0,KIA,SPECTRA,EX,4D SEDAN EX,MAROON,AUTO,2.0,Covers,46290.0,OTHER ASIAN,MEDIUM,7468.0,7200.0,482
0,9/22/2010,OTHER,2002,8.0,FORD,F150 PICKUP 2WD V6,XL,EXT CAB 4.2L XL,SILVER,AUTO,1.0,Alloy,92814.0,AMERICAN,LARGE TRUCK,4068.0,7400.0,920
0,9/17/2009,ADESA,2007,2.0,SUZUKI,FORENZA 2.0L I4 EFI,,4D SEDAN,BLACK,AUTO,2.0,Covers,64151.0,OTHER ASIAN,MEDIUM,5747.0,4415.0,533
0,12/16/2010,MANHEIM,2004,6.0,CHRYSLER,CONCORDE,LXi,4D SEDAN LXI,BLUE,AUTO,,,96650.0,AMERICAN,LARGE,2696.0,5620.0,2062
0,8/24/2010,MANHEIM,2007,3.0,CHRYSLER,PT CRUISER,Tou,4D SEDAN,YELLOW,AUTO,,,74997.0,AMERICAN,MEDIUM,5690.0,6300.0,1389
1,11/2/2010,MANHEIM,2003,7.0,MERCURY,GRAND MARQUIS,GS,4D SEDAN GS,BEIGE,AUTO,,,84203.0,AMERICAN,LARGE,4234.0,5200.0,894
0,1/27/2009,MANHEIM,2005,4.0,CHRYSLER,TOWN & COUNTRY FWD V,LX,MINIVAN 3.3L LX,GOLD,AUTO,2.0,Covers,76150.0,AMERICAN,VAN,4833.0,4745.0,1623
0,12/20/2010,ADESA,2005,5.0,CHEVROLET,CAVALIER 4C,LS,4D SEDAN LS,WHITE,AUTO,2.0,Covers,86495.0,AMERICAN,COMPACT,3054.0,3550.0,1243
0,5/6/2010,OTHER,2006,4.0,CHEVROLET,MALIBU MAXX V6,LT,4D SEDAN LT,GREY,AUTO,,,77174.0,AMERICAN,MEDIUM,6469.0,7275.0,1272
0,3/18/2009,MANHEIM,2005,4.0,CHRYSLER,PACIFICA AWD 3.5L V6,Bas,4D SPORT,WHITE,AUTO,1.0,Alloy,,AMERICAN,CROSSOVER,7947.0,8100.0,1417
0,3/19/2010,MANHEIM,2006,4.0,SUBARU,OUTBACK,Bas,4D WAGON,SILVER,AUTO,1.0,Alloy,78213.0,OTHER ASIAN,MEDIUM,0.0,11935.0,803
0,6/4/2009,ADESA,2004,5.0,FORD,F150 PICKUP 2WD V8 4,XL,REG CAB 4.6L STX,WHITE,AUTO,,,75122.0,AMERICAN,LARGE TRUCK,0.0,6130.0,803
1,9/15/2009,MANHEIM,2005,4.0,FORD,FOCUS 2.3L I4 SFI,ZX4,4D SEDAN ZX4 ST,BLACK,AUTO,,,75545.0,AMERICAN,COMPACT,4559.0,5325.0,1155
0,9/17/2009,OTHER,2006,3.0,CHEVROLET,MALIBU V6 3.5L V6 SF,LT,4D SEDAN LT,MAROON,AUTO,2.0,Covers,,AMERICAN,MEDIUM,7149.0,7020.0,1272
0,11/30/2010,MANHEIM,2005,5.0,FORD,ESCAPE 2WD V6,XLT,4D CUV 3.0L XLT,WHITE,AUTO,1.0,Alloy,,AMERICAN,SMALL SUV,6054.0,7310.0,983
0,11/2/2010,MANHEIM,2005,5.0,HYUNDAI,TUCSON 2WD 4C,GL,4D CUV,BLUE,AUTO,1.0,Alloy,68608.0,OTHER ASIAN,SMALL SUV,6622.0,7755.0,825
0,5/19/2009,MANHEIM,2003,6.0,DODGE,CARAVAN GRAND FWD V6,SE,MINIVAN 3.3L FFV SE,GREEN,AUTO,,,85714.0,AMERICAN,VAN,3251.0,4600.0,2063
0,7/7/2010,MANHEIM,2004,6.0,HYUNDAI,SONATA V6,GLS,4D SEDAN,GOLD,AUTO,,,56972.0,OTHER ASIAN,MEDIUM,3517.0,5950.0,671
0,6/25/2009,ADESA,2007,2.0,DODGE,CALIBER 2.0L I4 SFI,SXT,4D WAGON SXT,WHITE,AUTO,2.0,Covers,63580.0,AMERICAN,MEDIUM,8268.0,7130.0,825
0,4/15/2010,OTHER,2008,2.0,CHEVROLET,COBALT,LT,4D SEDAN LT,SILVER,AUTO,2.0,Covers,87330.0,AMERICAN,COMPACT,7881.0,6735.0,853
0,7/28/2009,MANHEIM,2006,3.0,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN LX,SILVER,MANUAL,2.0,Covers,67740.0,OTHER ASIAN,MEDIUM,4066.0,4845.0,533
0,4/14/2010,MANHEIM,2004,6.0,BUICK,RENDEZVOUS FWD,CXL,4D SUV CX,GOLD,AUTO,2.0,Covers,78063.0,AMERICAN,MEDIUM SUV,5112.0,7450.0,3667
0,9/22/2009,ADESA,2007,2.0,FORD,ESCAPE 2WD 4C 2.3L I,XLS,4D CUV 2.3L XLS,BLUE,AUTO,,,60470.0,AMERICAN,SMALL SUV,9609.0,7615.0,825
0,4/2/2010,OTHER,2008,2.0,SUZUKI,FORENZA,,4D SEDAN,BLACK,AUTO,2.0,Covers,49200.0,OTHER ASIAN,MEDIUM,6835.0,6500.0,482
0,8/11/2010,OTHER,2007,3.0,MITSUBISHI,GALANT 4C,DE,4D SEDAN DE,BLACK,AUTO,,,59030.0,OTHER ASIAN,MEDIUM,5976.0,7700.0,505
0,9/23/2009,ADESA,2006,3.0,CHEVROLET,MALIBU V6 3.5L V6 SF,LT,4D SEDAN LT,SILVER,AUTO,,,81520.0,AMERICAN,MEDIUM,7155.0,6525.0,1373
0,6/21/2010,OTHER,2007,3.0,KIA,OPTIMA 4C,EX,4D SEDAN,GOLD,AUTO,,,41106.0,OTHER ASIAN,MEDIUM,6983.0,7965.0,623
0,1/14/2009,OTHER,2004,5.0,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GOLD,AUTO,1.0,Alloy,81218.0,AMERICAN,MEDIUM,3046.0,4360.0,983
0,1/7/2009,ADESA,2005,4.0,JEEP,GRAND CHEROKEE 2WD V,Lar,4D WAGON LAREDO,WHITE,AUTO,1.0,Alloy,61469.0,AMERICAN,MEDIUM SUV,7745.0,7450.0,1508
0,12/9/2009,ADESA,2004,5.0,DODGE,DURANGO 2WD V8,SLT,4D SUV 4.7L SLT,GOLD,AUTO,1.0,Alloy,84593.0,AMERICAN,MEDIUM SUV,6510.0,7300.0,1503
0,2/24/2010,OTHER,2007,3.0,HYUNDAI,ELANTRA,GLS,4D SEDAN,GREY,AUTO,,,70346.0,OTHER ASIAN,MEDIUM,7228.0,6700.0,569
0,9/29/2010,MANHEIM,2006,4.0,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L,WHITE,AUTO,2.0,Covers,77918.0,AMERICAN,VAN,5399.0,5830.0,1623
0,5/5/2009,OTHER,2006,3.0,FORD,FIVE HUNDRED 3.0L V6,SE,4D SEDAN SE,BLACK,AUTO,1.0,Alloy,79556.0,AMERICAN,LARGE,6266.0,6205.0,1506
0,3/24/2010,OTHER,2008,2.0,DODGE,CALIBER,SE,4D WAGON,GOLD,AUTO,2.0,Covers,48307.0,AMERICAN,MEDIUM,7964.0,7500.0,693
0,10/20/2010,MANHEIM,2002,8.0,NISSAN,ALTIMA,Bas,4D SEDAN,SILVER,AUTO,,,61370.0,TOP LINE ASIAN,MEDIUM,3510.0,6250.0,930
0,1/27/2009,MANHEIM,2005,4.0,DODGE,STRATUS 4C 2.4L I4 M,SXT,4D SEDAN,SILVER,AUTO,,,36696.0,AMERICAN,MEDIUM,4068.0,6360.0,762
1,8/27/2010,MANHEIM,2006,4.0,KIA,RIO,Bas,4D SEDAN,SILVER,MANUAL,2.0,Covers,71879.0,OTHER ASIAN,COMPACT,3011.0,3200.0,569
0,4/15/2009,OTHER,2006,3.0,PONTIAC,GRAND PRIX 3.8L V6 S,Bas,4D SEDAN,BLACK,AUTO,1.0,Alloy,61809.0,AMERICAN,LARGE,6892.0,7000.0,1703
0,11/16/2010,OTHER,2006,4.0,CHEVROLET,AVEO,LS,4D SEDAN LS,RED,AUTO,2.0,Covers,76926.0,AMERICAN,COMPACT,3775.0,4390.0,803
0,5/21/2010,OTHER,2003,7.0,JEEP,LIBERTY 2WD 4C,Spo,4D SUV SPORT,SILVER,MANUAL,,,79786.0,AMERICAN,SMALL SUV,4377.0,5300.0,986
0,10/5/2010,ADESA,2007,3.0,DODGE,CHARGER V6,Bas,4D SEDAN 3.5L,BLACK,AUTO,,,72210.0,AMERICAN,SPECIALTY,10109.0,9645.0,1389
0,5/20/2010,MANHEIM,2007,3.0,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,GREY,AUTO,,,73050.0,AMERICAN,MEDIUM,7492.0,7240.0,1155
0,1/20/2010,MANHEIM,2005,,DODGE,NEON,SXT,4D SEDAN,SILVER,AUTO,,,57470.0,AMERICAN,COMPACT,2799.0,4935.0,588
0,8/21/2009,OTHER,2003,6.0,DODGE,CARAVAN GRAND FWD V6,Spo,MINIVAN 3.3L FFV SPORT,SILVER,AUTO,2.0,Covers,81849.0,AMERICAN,VAN,3246.0,5300.0,2063
0,2/12/2009,ADESA,2006,3.0,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,RED,AUTO,2.0,Covers,36896.0,OTHER ASIAN,MEDIUM,0.0,4870.0,582
0,5/25/2010,MANHEIM,2007,3.0,CHRYSLER,300,Bas,4D SEDAN,BLACK,AUTO,2.0,Covers,79055.0,AMERICAN,SPECIALTY,11069.0,9895.0,1389
0,12/23/2010,MANHEIM,2007,3.0,HYUNDAI,ACCENT,GLS,4D SEDAN GLS,BLACK,MANUAL,2.0,Covers,45477.0,OTHER ASIAN,COMPACT,5131.0,5470.0,693
0,4/27/2010,OTHER,2008,2.0,DODGE,CALIBER,SE,4D WAGON,BLUE,AUTO,,,49129.0,AMERICAN,MEDIUM,7603.0,7200.0,693
0,9/3/2009,ADESA,2006,3.0,KIA,OPTIMA 4C 2.4L I4 MP,EX,4D SEDAN EX,WHITE,AUTO,2.0,Covers,63060.0,OTHER ASIAN,MEDIUM,0.0,4720.0,728
1,10/20/2009,MANHEIM,2004,5.0,DODGE,STRATUS 4C 2.4L I4 M,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,94205.0,AMERICAN,MEDIUM,2429.0,3260.0,1341
0,6/17/2009,OTHER,2005,4.0,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,SILVER,MANUAL,2.0,Covers,45543.0,AMERICAN,MEDIUM,4273.0,5540.0,975
0,9/22/2010,MANHEIM,2007,3.0,MITSUBISHI,GALANT 4C,ES,4D SEDAN,GREY,AUTO,2.0,Covers,64662.0,OTHER ASIAN,MEDIUM,7730.0,7730.0,533
0,7/14/2010,OTHER,2007,3.0,FORD,FUSION V6,SE,4D SEDAN SE,WHITE,AUTO,1.0,Alloy,79992.0,AMERICAN,MEDIUM,10206.0,8500.0,1272
1,10/16/2009,OTHER,2006,3.0,CHEVROLET,UPLANDER FWD V6,,CARGO EXT 3.5L LT,WHITE,AUTO,2.0,Covers,,AMERICAN,VAN,3637.0,5400.0,2091
0,9/29/2010,MANHEIM,2008,2.0,SATURN,AURA V6,XE,4D SEDAN XE,BLUE,AUTO,2.0,Covers,77205.0,AMERICAN,MEDIUM,9211.0,8080.0,1272
0,3/18/2009,MANHEIM,2005,4.0,VOLKSWAGEN,BEETLE 2.0L I4 MFI /,GL,2D COUPE GL,BLACK,AUTO,,,69957.0,OTHER,COMPACT,7253.0,7105.0,1215
0,8/11/2009,OTHER,2004,,SCION,XB 1.5L I-4 MPI,,4D WAGON,GREY,AUTO,2.0,Covers,84159.0,OTHER ASIAN,MEDIUM,5451.0,7230.0,594
0,12/2/2010,MANHEIM,2007,3.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,MAROON,AUTO,2.0,Covers,89890.0,AMERICAN,LARGE,7366.0,7810.0,2152
0,4/13/2010,MANHEIM,2004,6.0,CHRYSLER,PT CRUISER,Bas,4D SEDAN,GOLD,AUTO,2.0,Covers,45617.0,AMERICAN,MEDIUM,4105.0,5785.0,975
0,7/1/2009,MANHEIM,2005,4.0,MERCURY,SABLE 3.0L V6 EFI,GS,4D SEDAN GS,BLACK,AUTO,2.0,Covers,87143.0,AMERICAN,MEDIUM,3646.0,4460.0,983
0,11/12/2009,OTHER,2005,4.0,CHEVROLET,EQUINOX FWD V6,LT,4D SUV LT,GREY,AUTO,1.0,Alloy,60952.0,AMERICAN,MEDIUM SUV,6670.0,8220.0,1215
0,4/17/2009,MANHEIM,2005,4.0,CHEVROLET,MALIBU 4C 2.2L I4 MP,Cla,4D SEDAN CLASSIC,WHITE,AUTO,3.0,Special,51225.0,AMERICAN,MEDIUM,4123.0,4500.0,920
0,4/27/2010,OTHER,2008,2.0,DODGE,CALIBER,SE,4D WAGON,BROWN,AUTO,,,,AMERICAN,MEDIUM,7603.0,7500.0,754
0,1/29/2009,ADESA,2004,5.0,BUICK,LE SABRE 3.8L V6 MFI,Cus,4D SEDAN CUSTOM,SILVER,AUTO,1.0,Alloy,62718.0,AMERICAN,LARGE,5540.0,4870.0,1898
0,9/23/2009,ADESA,2004,5.0,PONTIAC,GRAND PRIX 3.8L V6 S,GT,4D SEDAN GT2,BLACK,AUTO,1.0,Alloy,59355.0,AMERICAN,LARGE,5074.0,7500.0,1500
0,7/6/2010,OTHER,2007,3.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,GOLD,AUTO,2.0,Covers,78530.0,AMERICAN,LARGE,7935.0,6800.0,1974
1,10/12/2010,MANHEIM,2003,7.0,FORD,EXPEDITION 2WD V8,XLT,4D SUV 4.6L XLT,GREEN,AUTO,1.0,Alloy,97092.0,AMERICAN,LARGE SUV,6281.0,7815.0,1497
0,10/21/2009,MANHEIM,2003,6.0,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L LS,GREY,AUTO,1.0,Alloy,,AMERICAN,MEDIUM SUV,5102.0,8000.0,1320
0,5/13/2010,OTHER,2006,4.0,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L,GREY,AUTO,1.0,Alloy,93772.0,AMERICAN,MEDIUM SUV,12348.0,9680.0,2351
0,3/3/2009,MANHEIM,2004,5.0,CHRYSLER,PACIFICA FWD 3.5L V6,,4D SPORT TOURER,WHITE,AUTO,1.0,Alloy,82279.0,AMERICAN,CROSSOVER,6704.0,8645.0,1503
1,7/8/2009,MANHEIM,2006,3.0,CHRYSLER,SEBRING 4C 2.4L I4 S,Bas,4D SEDAN,SILVER,AUTO,2.0,Covers,67051.0,AMERICAN,MEDIUM,4402.0,5890.0,1020
0,1/28/2010,MANHEIM,2004,6.0,CHEVROLET,MALIBU 4C,Cla,4D SEDAN CLASSIC,WHITE,AUTO,1.0,Alloy,80704.0,AMERICAN,MEDIUM,2660.0,4355.0,1243
0,12/2/2010,MANHEIM,2007,3.0,FORD,F150 PICKUP 2WD V6,STX,REG CAB 4.2L STX,WHITE,AUTO,1.0,Alloy,83599.0,AMERICAN,LARGE TRUCK,8938.0,7385.0,594
0,6/30/2009,OTHER,2006,3.0,PONTIAC,G6 4C 2.4L I4 MFI /,Bas,4D SEDAN SE,GREEN,AUTO,2.0,Covers,50765.0,AMERICAN,MEDIUM,6896.0,6105.0,837
0,4/6/2010,MANHEIM,2004,6.0,CHEVROLET,TAHOE 2WD,LS,4D SUV 4.8L LS,WHITE,AUTO,1.0,Alloy,79596.0,AMERICAN,LARGE SUV,9728.0,11225.0,1623
0,7/1/2010,MANHEIM,2005,5.0,DODGE,STRATUS 4C,SXT,4D SEDAN,BLACK,AUTO,1.0,Alloy,98884.0,AMERICAN,MEDIUM,3415.0,4975.0,1341
0,3/5/2010,OTHER,2008,2.0,CHEVROLET,AVEO,LS,4D WAGON LS,GREY,AUTO,2.0,Covers,50402.0,AMERICAN,COMPACT,6631.0,6500.0,671
0,1/13/2009,OTHER,2006,3.0,CHEVROLET,MALIBU V6 3.5L V6 SF,LT,4D SEDAN LT,GREEN,AUTO,,,61142.0,AMERICAN,MEDIUM,6420.0,5805.0,1118
0,12/14/2009,MANHEIM,2007,2.0,CHEVROLET,IMPALA,LS,4D SEDAN LS,WHITE,AUTO,,,81655.0,AMERICAN,LARGE,7348.0,7500.0,2152
0,10/14/2010,MANHEIM,2007,3.0,DODGE,1500 RAM PICKUP 2WD,SLT,QUAD CAB 4.7L BIG HORN,WHITE,AUTO,,,94109.0,AMERICAN,LARGE TRUCK,13674.0,7650.0,1053
0,10/6/2010,OTHER,2004,6.0,CHRYSLER,PT CRUISER,Tou,4D SEDAN,BLUE,AUTO,1.0,Alloy,71389.0,AMERICAN,MEDIUM,3467.0,5800.0,1389
1,6/15/2010,OTHER,2006,4.0,CHEVROLET,TRAILBLAZER EXT 4WD,LS,4D SUV 4.2L,GOLD,AUTO,1.0,Alloy,80065.0,AMERICAN,MEDIUM SUV,11729.0,9305.0,2152
0,5/14/2009,MANHEIM,2003,,CHEVROLET,TRAILBLAZER 2WD 6C 4,LS,4D SUV 4.2L LS,WHITE,AUTO,1.0,Alloy,83597.0,AMERICAN,MEDIUM SUV,5201.0,6745.0,1543
1,1/13/2009,MANHEIM,2005,4.0,CHRYSLER,TOWN & COUNTRY FWD V,Bas,MINIVAN 3.3L,WHITE,AUTO,1.0,Alloy,,AMERICAN,VAN,4458.0,4710.0,1763
0,7/27/2010,MANHEIM,2007,3.0,DODGE,MAGNUM V6,SE,WAGON 2.7L,SILVER,AUTO,2.0,Covers,70705.0,AMERICAN,SPECIALTY,8484.0,8615.0,1389
0,5/11/2010,MANHEIM,2007,3.0,TOYOTA,CAMRY V6,LE,4D SEDAN LE,BLUE,AUTO,1.0,Alloy,36648.0,TOP LINE ASIAN,MEDIUM,10441.0,10725.0,462
0,6/4/2009,OTHER,2006,3.0,CHEVROLET,MALIBU 4C 2.2L I4 MP,LT,4D SEDAN LT,WHITE,AUTO,1.0,Alloy,65775.0,AMERICAN,MEDIUM,6311.0,6900.0,923
0,4/22/2010,ADESA,2001,9.0,SATURN,S SERIES,SL2,4D SEDAN SL2,SILVER,AUTO,1.0,Alloy,62653.0,AMERICAN,COMPACT,1786.0,4600.0,1711
0,4/6/2010,OTHER,2008,2.0,DODGE,CALIBER,SE,4D WAGON,RED,AUTO,2.0,Covers,47353.0,AMERICAN,MEDIUM,7811.0,7500.0,693
0,5/11/2010,MANHEIM,2005,,FORD,TAURUS,SE,4D SEDAN SE,MAROON,AUTO,2.0,Covers,97130.0,AMERICAN,MEDIUM,3236.0,4510.0,1053
0,8/11/2010,OTHER,2007,3.0,PONTIAC,G6 4C,Bas,4D SEDAN,GREY,AUTO,2.0,Covers,80297.0,AMERICAN,MEDIUM,7569.0,5700.0,1113
0,8/13/2009,MANHEIM,2002,7.0,JEEP,LIBERTY 4WD V6 3.7L,Lim,4D SUV LIMITED,WHITE,AUTO,,,80366.0,AMERICAN,SMALL SUV,5610.0,7115.0,1283
0,1/13/2009,MANHEIM,2006,3.0,CHRYSLER,PT CRUISER 2.4L I4 S,Tou,4D SEDAN,RED,AUTO,2.0,Covers,79742.0,AMERICAN,MEDIUM,5333.0,5850.0,1389
0,4/17/2009,OTHER,2005,4.0,DODGE,STRATUS V6 2.7L V6 M,SXT,4D SEDAN SXT FFV,BLUE,AUTO,2.0,Covers,,AMERICAN,MEDIUM,5569.0,4900.0,1086
0,2/18/2009,OTHER,2005,4.0,PONTIAC,SUNFIRE 2.2L I4 MPI,,2D COUPE SE,SILVER,AUTO,2.0,Covers,90320.0,AMERICAN,COMPACT,3904.0,4200.0,1341
0,3/17/2010,MANHEIM,2006,4.0,KIA,OPTIMA 4C,LX,4D SEDAN LX,RED,AUTO,,,51852.0,OTHER ASIAN,MEDIUM,5260.0,7400.0,671
0,5/26/2009,OTHER,2007,2.0,SATURN,ION 2.2L I4 EFI / SF,2,4D SEDAN LEVEL 2,WHITE,AUTO,,,45328.0,AMERICAN,MEDIUM,6820.0,6500.0,623
0,3/11/2010,MANHEIM,2005,5.0,DODGE,CARAVAN GRAND FWD V6,SXT,MINIVAN 3.8L SXT,SILVER,AUTO,,,82325.0,AMERICAN,VAN,6418.0,7045.0,1763
0,1/14/2009,MANHEIM,2007,2.0,FORD,TAURUS 3.0L V6 SFI,SE,4D SEDAN SE,SILVER,AUTO,2.0,Covers,81091.0,AMERICAN,MEDIUM,5421.0,4630.0,983
0,8/11/2009,MANHEIM,2006,3.0,DODGE,MAGNUM V6 3.5L V6 MP,SE,WAGON 3.5L SXT,BLUE,AUTO,1.0,Alloy,79395.0,AMERICAN,SPECIALTY,8912.0,7795.0,1389
0,7/6/2010,ADESA,2005,5.0,DODGE,CARAVAN FWD V6,SXT,MINIVAN 3.3L SE,BLUE,AUTO,1.0,Alloy,83775.0,AMERICAN,VAN,5827.0,5730.0,1763
0,5/18/2009,MANHEIM,2006,3.0,KIA,SPECTRA 2.0L I4 EFI,EX,4D SEDAN,GOLD,AUTO,2.0,Covers,35360.0,OTHER ASIAN,MEDIUM,4029.0,4900.0,462
0,3/30/2010,ADESA,2006,4.0,MITSUBISHI,GALANT 4C,ES,4D SEDAN ES,SILVER,AUTO,2.0,Covers,52762.0,OTHER ASIAN,MEDIUM,6884.0,8830.0,505
0,11/4/2010,OTHER,2007,3.0,FORD,MUSTANG V6,Bas,2D COUPE,GREY,MANUAL,1.0,Alloy,63011.0,AMERICAN,SPORTS,10034.0,8675.0,728
0,3/17/2009,MANHEIM,2006,3.0,FORD,TAURUS 3.0L V6 EFI,SE,4D SEDAN SE,GREY,AUTO,2.0,Covers,88182.0,AMERICAN,MEDIUM,5304.0,4240.0,983
0,4/21/2010,MANHEIM,2004,6.0,PONTIAC,BONNEVILLE,SE,4D SEDAN,WHITE,AUTO,,,64947.0,AMERICAN,LARGE,4680.0,7535.0,1898
0,10/27/2010,OTHER,2007,3.0,FORD,FOCUS,ZX4,4D SEDAN S,GOLD,AUTO,2.0,Covers,,AMERICAN,COMPACT,5620.0,6000.0,1155
0,6/9/2009,MANHEIM,2005,4.0,KIA,SPECTRA 5 2.0L I4 EF,SX,4D SEDAN EX,BLACK,AUTO,,,59979.0,OTHER ASIAN,MEDIUM,4063.0,5180.0,505
0,10/1/2009,MANHEIM,2004,5.0,SATURN,ION 2.2L I4 MPI,2,2D QUAD COUPE LEVEL 2,SILVER,AUTO,2.0,Covers,62958.0,AMERICAN,MEDIUM,4465.0,5495.0,728
0,9/22/2009,MANHEIM,2003,6.0,VOLKSWAGEN,BEETLE 2.0L I4 EFI,GLS,2D CONVERTIBLE GLS,SILVER,AUTO,,,65147.0,OTHER,COMPACT,6628.0,7880.0,1515
0,10/20/2010,MANHEIM,2007,3.0,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.9L LS,BLUE,AUTO,1.0,Alloy,76921.0,AMERICAN,VAN,6910.0,7685.0,2091
0,10/1/2010,OTHER,2006,4.0,FORD,MUSTANG V6,Bas,2D COUPE,WHITE,AUTO,1.0,Alloy,73156.0,AMERICAN,SPORTS,8465.0,8385.0,803
